date,new_snow,wind_slab,persistent_weak_layer,deep_slab,wet_snow,glide_snow
2025-10-14,False,False,False,False,False,False
2025-10-15,False,False,False,False,False,False
2025-10-15,False,False,False,False,False,False
2025-10-15,False,False,False,False,False,False
2025-10-15,False,False,False,False,False,False
2025-10-16,False,False,False,False,False,False
2025-10-16,False,False,False,False,False,False
2025-10-16,False,False,False,False,False,False
2025-10-16,False,False,False,False,False,False
2025-10-17,False,False,False,False,False,False
2025-10-17,False,False,False,False,False,False
2025-10-17,False,False,False,False,False,False
2025-10-17,False,False,False,False,False,False
2025-10-18,False,False,False,False,False,False
2025-10-18,False,False,False,False,False,False
2025-10-18,False,False,False,False,False,False
2025-10-18,False,False,False,False,False,False
2025-10-19,False,False,False,False,False,False
2025-10-19,False,False,False,False,False,False
2025-10-19,False,False,False,False,False,False
2025-10-19,False,False,False,False,False,False
2025-10-20,False,False,False,False,False,False
2025-10-20,False,False,False,False,False,False
2025-10-20,False,False,False,False,False,False
2025-10-20,False,False,False,False,False,False
2025-10-21,False,False,False,False,False,False
2025-10-21,False,False,False,False,False,False
2025-10-21,False,False,False,False,False,False
2025-10-21,False,False,False,False,False,False
2025-10-22,False,False,False,False,False,False
2025-10-22,False,False,False,False,False,False
2025-10-22,False,False,False,False,False,False
2025-10-22,False,False,False,False,False,False
2025-10-23,False,False,False,False,False,False
2025-10-23,False,False,False,False,False,False
2025-10-23,False,False,False,False,False,False
2025-10-23,False,False,False,False,False,False
2025-10-24,False,False,False,False,False,False
2025-10-24,False,False,False,False,False,False
2025-10-24,False,False,False,False,False,False
2025-10-24,False,False,False,False,False,False
2025-10-25,False,False,False,False,False,False
2025-10-25,False,False,False,False,False,False
2025-10-25,False,False,False,False,False,False
2025-10-25,False,False,False,False,False,False
2025-10-26,False,False,False,False,False,False
2025-10-26,False,False,False,False,False,False
2025-10-26,False,False,False,False,False,False
2025-10-26,False,False,False,False,False,False
2025-10-27,False,False,False,False,False,False
2025-10-27,False,False,False,False,False,False
2025-10-27,False,False,False,False,False,False
2025-10-27,False,False,False,False,False,False
2025-10-28,False,False,False,False,False,False
2025-10-28,False,False,False,False,False,False
2025-10-28,False,False,False,False,False,False
2025-10-28,False,False,False,False,False,False
2025-10-29,False,False,False,False,False,False
2025-10-29,False,False,False,False,False,False
2025-10-29,False,False,False,False,False,False
2025-10-29,False,False,False,False,False,False
2025-10-30,False,False,False,False,False,False
2025-10-30,False,False,False,False,False,False
2025-10-30,False,False,False,False,False,False
2025-10-30,False,False,False,False,False,False
2025-10-31,False,False,False,False,False,False
2025-10-31,False,False,False,False,False,False
2025-10-31,False,False,False,False,False,False
2025-10-31,False,False,False,False,False,False
2025-11-01,False,False,False,False,False,False
2025-11-01,False,False,False,False,False,False
2025-11-01,False,False,False,False,False,False
2025-11-01,False,False,False,False,False,False
2025-11-02,False,False,False,False,False,False
2025-11-02,False,False,False,False,False,False
2025-11-02,False,False,False,False,False,False
2025-11-02,False,False,False,False,False,False
2025-11-03,False,False,False,False,False,False
2025-11-03,False,False,False,False,False,False
2025-11-03,False,False,False,False,False,False
2025-11-03,False,False,False,False,False,False
2025-11-04,False,False,False,False,False,False
2025-11-04,False,False,False,False,False,False
2025-11-04,False,False,False,False,False,False
2025-11-04,False,False,False,False,False,False
2025-11-05,False,False,False,False,False,False
2025-11-05,False,False,False,False,False,False
2025-11-05,False,False,False,False,False,False
2025-11-05,False,False,False,False,False,False
2025-11-06,False,False,False,False,False,False
2025-11-06,False,False,False,False,False,False
2025-11-06,False,False,False,False,False,False
2025-11-06,False,False,False,False,False,False
2025-11-07,False,False,False,False,False,False
2025-11-07,False,False,False,False,False,False
2025-11-07,False,False,False,False,False,False
2025-11-07,False,False,False,False,False,False
2025-11-08,False,False,False,False,False,False
2025-11-08,False,False,False,False,False,False
2025-11-08,False,False,False,False,False,False
2025-11-08,False,False,False,False,False,False
2025-11-09,False,False,False,False,False,False
2025-11-09,False,False,False,False,False,False
2025-11-09,False,False,False,False,False,False
2025-11-09,False,False,False,False,False,False
2025-11-10,False,False,False,False,False,False
2025-11-10,False,False,False,False,False,False
2025-11-10,False,False,False,False,False,False
2025-11-10,False,False,False,False,False,False
2025-11-11,False,False,False,False,False,False
2025-11-11,False,False,False,False,False,False
2025-11-11,False,False,False,False,False,False
2025-11-11,False,False,False,False,False,False
2025-11-12,False,False,False,False,False,False
2025-11-12,False,False,False,False,False,False
2025-11-12,False,False,False,False,False,False
2025-11-12,False,False,False,False,False,False
2025-11-13,False,False,False,False,False,False
2025-11-13,False,False,False,False,False,False
2025-11-13,False,False,False,False,False,False
2025-11-13,False,False,False,False,False,False
2025-11-14,False,False,False,False,False,False
2025-11-14,False,False,False,False,False,False
2025-11-14,False,False,False,False,False,False
2025-11-14,False,False,False,False,False,False
2025-11-15,False,False,False,False,False,False
2025-11-15,False,False,False,False,False,False
2025-11-15,False,False,False,False,False,False
2025-11-15,False,False,False,False,False,False
2025-11-16,False,False,False,False,False,False
2025-11-16,False,False,False,False,False,False
2025-11-16,False,False,False,False,False,False
2025-11-16,False,False,False,False,False,False
2025-11-17,False,False,False,False,False,False
2025-11-17,False,False,False,False,False,False
2025-11-17,False,False,False,False,False,False
2025-11-17,False,False,False,False,False,False
2025-11-18,False,False,False,False,False,False
2025-11-18,False,False,False,False,False,False
2025-11-18,False,False,False,False,False,False
2025-11-18,False,False,False,False,False,False
2025-11-19,False,False,False,False,False,False
2025-11-19,False,False,False,False,False,False
2025-11-19,False,False,False,False,False,False
2025-11-19,False,False,False,False,False,False
2025-11-20,False,False,False,False,False,False
2025-11-20,False,False,False,False,False,False
2025-11-20,False,False,False,False,False,False
2025-11-20,False,False,False,False,False,False
2025-11-21,False,False,False,False,False,False
2025-11-21,False,False,False,False,False,False
2025-11-21,False,False,False,False,False,False
2025-11-21,False,False,False,False,False,False
2025-11-22,False,False,False,False,False,False
2025-11-22,False,False,False,False,False,False
2025-11-22,False,False,False,False,False,False
2025-11-22,False,False,False,False,False,False
2025-11-23,False,False,False,False,False,False
2025-11-23,False,False,False,False,False,False
2025-11-23,False,False,False,False,False,False
2025-11-23,False,False,False,False,False,False
2025-11-24,False,False,False,False,False,False
2025-11-24,False,False,False,False,False,False
2025-11-24,False,False,False,False,False,False
2025-11-24,False,False,False,False,False,False
2025-11-25,False,False,False,False,False,False
2025-11-25,False,False,False,False,False,False
2025-11-25,False,False,False,False,False,False
2025-11-25,False,False,False,False,False,False
2025-11-26,False,False,False,False,False,False
2025-11-26,False,False,False,False,False,False
2025-11-26,False,False,False,False,False,False
2025-11-26,False,False,False,False,False,False
2025-11-27,False,False,False,False,False,False
2025-11-27,False,False,False,False,False,False
2025-11-27,False,False,False,False,False,False
2025-11-27,False,False,False,False,False,False
2025-11-28,False,False,False,False,False,False
2025-11-28,False,False,False,False,False,False
2025-11-28,False,False,False,False,False,False
2025-11-28,False,False,False,False,False,False
2025-11-29,False,False,False,False,False,False
2025-11-29,False,False,False,False,False,False
2025-11-29,False,False,False,False,False,False
2025-11-29,False,False,False,False,False,False
2025-11-30,False,False,False,False,False,False
2025-11-30,False,False,False,False,False,False
2025-11-30,False,False,False,False,False,False
2025-11-30,False,False,False,False,False,False
2025-12-01,False,False,False,False,False,False
2025-12-01,False,False,False,False,False,False
2025-12-01,False,False,False,False,False,False
2025-12-01,False,False,False,False,False,False
2025-12-02,False,False,False,False,False,False
2025-12-02,False,False,False,False,False,False
2025-12-02,False,False,False,False,False,False
2025-12-02,False,False,False,False,False,False
2025-12-03,False,False,False,False,False,False
2025-12-03,False,False,False,False,False,False
2025-12-03,False,False,False,False,False,False
2025-12-03,False,False,False,False,False,False
2025-12-04,False,False,False,False,False,False
2025-12-04,False,False,False,False,False,False
2025-12-04,False,False,False,False,False,False
2025-12-04,False,False,False,False,False,False
2025-12-05,False,False,False,False,False,False
2025-12-05,False,False,False,False,False,False
2025-12-05,False,False,False,False,False,False
2025-12-05,False,False,False,False,False,False
2025-12-06,False,False,False,False,False,False
2025-12-06,False,False,False,False,False,False
2025-12-06,False,False,False,False,False,False
2025-12-06,False,False,False,False,False,False
2025-12-07,False,False,False,False,False,False
2025-12-07,False,False,False,False,False,False
2025-12-07,False,False,False,False,False,False
2025-12-07,False,False,False,False,False,False
2025-12-08,False,False,False,False,False,False
2025-12-08,False,False,False,False,False,False
2025-12-08,False,False,False,False,False,False
2025-12-08,False,False,False,False,False,False
2025-12-09,False,False,False,False,False,False
2025-12-09,False,False,False,False,False,False
2025-12-09,False,False,False,False,False,False
2025-12-09,False,False,False,False,False,False
2025-12-10,False,False,False,False,False,False
2025-12-10,False,False,False,False,False,False
2025-12-10,False,False,False,False,False,False
2025-12-10,False,False,False,False,False,False
2025-12-11,False,False,False,False,False,False
2025-12-11,False,False,False,False,False,False
2025-12-11,False,False,False,False,False,False
2025-12-11,False,False,False,False,False,False
2025-12-12,False,False,False,False,False,False
2025-12-12,False,False,False,False,False,False
2025-12-12,False,False,False,False,False,False
2025-12-12,False,False,False,False,False,False
2025-12-13,False,False,False,False,False,False
2025-12-13,False,False,False,False,False,False
2025-12-13,False,False,False,False,False,False
2025-12-13,False,False,False,False,False,False
2025-12-14,False,False,False,False,False,False
2025-12-14,False,False,False,False,False,False
2025-12-14,False,False,False,False,False,False
2025-12-14,False,False,False,False,False,False
2025-12-15,False,False,False,False,False,False
2025-12-15,False,False,False,False,False,False
2025-12-15,False,False,False,False,False,False
2025-12-15,False,False,False,False,False,False
2025-12-16,False,False,False,False,False,False
2025-12-16,False,False,False,False,False,False
2025-12-16,False,False,False,False,False,False
2025-12-16,False,False,False,False,False,False
2025-12-17,False,False,False,False,False,False
2025-12-17,False,False,False,False,False,False
2025-12-17,False,False,False,False,False,False
2025-12-17,False,False,False,False,False,False
2025-12-18,False,False,False,False,False,False
2025-12-18,False,False,False,False,False,False
2025-12-18,False,False,False,False,False,False
2025-12-18,False,False,False,False,False,False
2025-12-19,False,False,False,False,False,False
2025-12-19,False,False,False,False,False,False
2025-12-19,False,False,False,False,False,False
2025-12-19,False,False,False,False,False,False
2025-12-20,False,False,False,False,False,False
2025-12-20,False,False,False,False,False,False
2025-12-20,False,False,False,False,False,False
2025-12-20,False,False,False,False,False,False
2025-12-21,False,False,False,False,False,False
2025-12-21,False,False,False,False,False,False
2025-12-21,False,False,False,False,False,False
2025-12-21,False,False,False,False,False,False
2025-12-22,False,False,False,False,False,False
2025-12-22,False,False,False,False,False,False
2025-12-22,False,False,False,False,False,False
2025-12-22,False,False,False,False,False,False
2025-12-23,False,False,False,False,False,False
2025-12-23,False,False,False,False,False,False
2025-12-23,False,False,False,False,False,False
2025-12-23,False,False,False,False,False,False
2025-12-24,False,False,False,False,False,False
2025-12-24,False,False,False,False,False,False
2025-12-24,False,False,False,False,False,False
2025-12-24,False,False,False,False,False,False
2025-12-25,False,False,False,False,False,False
2025-12-25,False,False,False,False,False,False
2025-12-25,False,False,False,False,False,False
2025-12-25,False,False,False,False,False,False
2025-12-26,False,False,False,False,False,False
2025-12-26,False,False,False,False,False,False
2025-12-26,False,False,False,False,False,False
2025-12-26,False,False,False,False,False,False
2025-12-27,False,False,False,False,False,False
2025-12-27,False,False,False,False,False,False
2025-12-27,False,False,False,False,False,False
2025-12-27,False,False,False,False,False,False
2025-12-28,False,False,False,False,False,False
2025-12-28,False,False,False,False,False,False
2025-12-28,False,False,False,False,False,False
2025-12-28,False,False,False,False,False,False
2025-12-29,False,False,False,False,False,False
2025-12-29,False,False,False,False,False,False
2025-12-29,False,False,False,False,False,False
2025-12-29,False,False,False,False,False,False
2025-12-30,False,False,False,False,False,False
2025-12-30,False,False,False,False,False,False
2025-12-30,False,False,False,False,False,False
2025-12-30,False,False,False,False,False,False
2025-12-31,False,False,False,False,False,False
2025-12-31,False,False,False,False,False,False
2025-12-31,False,False,False,False,False,False
2025-12-31,False,False,False,False,False,False
2026-01-01,False,False,False,False,False,False
2026-01-01,False,False,False,False,False,False
2026-01-01,False,False,False,False,False,False
2026-01-01,False,False,False,False,False,False
2026-01-02,False,False,False,False,False,False
2026-01-02,False,False,False,False,False,False
2026-01-02,False,False,False,False,False,False
2026-01-02,False,False,False,False,False,False
2026-01-03,False,False,False,False,False,False
2026-01-03,False,False,False,False,False,False
2026-01-03,False,False,False,False,False,False
2026-01-03,False,False,False,False,False,False
2026-01-04,False,False,False,False,False,False
2026-01-04,False,False,False,False,False,False
2026-01-04,False,False,False,False,False,False
2026-01-04,False,False,False,False,False,False
2026-01-05,False,False,False,False,False,False
2026-01-05,False,False,False,False,False,False
2026-01-05,False,False,False,False,False,False
2026-01-05,False,False,False,False,False,False
2026-01-06,False,False,False,False,False,False
2026-01-06,False,False,False,False,False,False
2026-01-06,False,False,False,False,False,False
2026-01-06,False,False,False,False,False,False
2026-01-07,False,False,False,False,False,False
2026-01-07,False,False,False,False,False,False
2026-01-07,False,False,False,False,False,False
2026-01-07,False,False,False,False,False,False
2026-01-08,False,False,False,False,False,False
2026-01-08,False,False,False,False,False,False
2026-01-08,False,False,False,False,False,False
2026-01-08,False,False,False,False,False,False
2026-01-09,False,False,False,False,False,False
2026-01-09,False,False,False,False,False,False
2026-01-09,False,False,False,False,False,False
2026-01-09,False,False,False,False,False,False
2026-01-10,False,False,False,False,False,False
2026-01-10,False,False,False,False,False,False
2026-01-10,False,False,False,False,False,False
2026-01-10,False,False,False,False,False,False
2026-01-11,False,False,False,False,False,False
2026-01-11,False,False,False,False,False,False
2026-01-11,False,False,False,False,False,False
2026-01-11,False,False,False,False,False,False
2026-01-12,False,False,False,False,False,False
2026-01-12,False,False,False,False,False,False
2026-01-12,False,False,False,False,False,False
2026-01-12,False,False,False,False,False,False
2026-01-13,False,False,False,False,False,False
2026-01-13,False,False,False,False,False,False
2026-01-13,False,False,False,False,False,False
2026-01-13,False,False,False,False,False,False
2026-01-14,False,False,False,False,False,False
2026-01-14,False,False,False,False,False,False
2026-01-14,False,False,False,False,False,False
2026-01-14,False,False,False,False,False,False
2026-01-15,False,False,False,False,False,False
2026-01-15,False,False,False,False,False,False
2026-01-15,False,False,False,False,False,False
2026-01-15,False,False,False,False,False,False
2026-01-16,False,False,False,False,False,False
2026-01-16,False,False,False,False,False,False
2026-01-16,False,False,False,False,False,False
2026-01-16,False,False,False,False,False,False
2026-01-17,False,False,False,False,False,False
2026-01-17,False,False,False,False,False,False
2026-01-17,False,False,False,False,False,False
2026-01-17,False,False,False,False,False,False
2026-01-18,False,False,False,False,False,False
2026-01-18,False,False,False,False,False,False
2026-01-18,False,False,False,False,False,False
2026-01-18,False,False,False,False,False,False
2026-01-19,False,False,False,False,False,False
2026-01-19,False,False,False,False,False,False
2026-01-19,False,False,False,False,False,False
2026-01-19,False,False,False,False,False,False
2026-01-20,False,False,False,False,False,False
2026-01-20,False,False,False,False,False,False
2026-01-20,False,False,False,False,False,False
2026-01-20,False,False,False,False,False,False
2026-01-21,False,False,False,False,False,False
2026-01-21,False,False,False,False,False,False
2026-01-21,False,False,False,False,False,False
2026-01-21,False,False,False,False,False,False
2026-01-22,False,False,False,False,False,False
2026-01-22,False,False,False,False,False,False
2026-01-22,False,False,False,False,False,False
2026-01-22,False,False,False,False,False,False
2026-01-23,False,False,False,False,False,False
2026-01-23,False,False,False,False,False,False
2026-01-23,False,False,False,False,False,False
2026-01-23,False,False,False,False,False,False
2026-01-24,False,False,False,False,False,False
2026-01-24,False,False,False,False,False,False
2026-01-24,False,False,False,False,False,False
2026-01-24,False,False,False,False,False,False
2026-01-25,False,False,False,False,False,False
2026-01-25,False,False,False,False,False,False
2026-01-25,False,False,False,False,False,False
2026-01-25,False,False,False,False,False,False
2026-01-26,False,False,False,False,False,False
2026-01-26,False,False,False,False,False,False
2026-01-26,False,False,False,False,False,False
2026-01-26,False,False,False,False,False,False
2026-01-27,False,False,False,False,False,False
2026-01-27,False,False,False,False,False,False
2026-01-27,False,False,False,False,False,False
2026-01-27,False,False,False,False,False,False
2026-01-28,False,False,False,False,False,False
2026-01-28,False,False,False,False,False,False
2026-01-28,False,False,False,False,False,False
2026-01-28,False,False,False,False,False,False
2026-01-29,False,False,False,False,False,False
2026-01-29,False,False,False,False,False,False
2026-01-29,False,False,False,False,False,False
2026-01-29,False,False,False,False,False,False
2026-01-30,False,False,False,False,False,False
2026-01-30,False,False,False,False,False,False
2026-01-30,False,False,False,False,False,False
2026-01-30,False,False,False,False,False,False
2026-01-31,False,False,False,False,False,False
2026-01-31,False,False,False,False,False,False
2026-01-31,False,False,False,False,False,False
2026-01-31,False,False,False,False,False,False
2026-02-01,False,False,False,False,False,False
2026-02-01,False,False,False,False,False,False
2026-02-01,False,False,False,False,False,False
2026-02-01,False,False,False,False,False,False
2026-02-02,False,False,False,False,False,False
2026-02-02,False,False,False,False,False,False
2026-02-02,False,False,False,False,False,False
2026-02-02,False,False,False,False,False,False
2026-02-03,False,False,False,False,False,False
2026-02-03,False,False,False,False,False,False
2026-02-03,False,False,False,False,False,False
2026-02-03,False,False,False,False,False,False
2026-02-04,False,False,False,False,False,False
2026-02-04,False,False,False,False,False,False
2026-02-04,False,False,False,False,False,False
2026-02-04,False,False,False,False,False,False
2026-02-05,False,False,False,False,False,False
2026-02-05,False,False,False,False,False,False
2026-02-05,False,False,False,False,False,False
2026-02-05,False,False,False,False,False,False
2026-02-06,False,False,False,False,False,False
2026-02-06,False,False,False,False,False,False
2026-02-06,False,False,False,False,False,False
2026-02-06,False,False,False,False,False,False
2026-02-07,False,False,False,False,False,False
2026-02-07,False,False,False,False,False,False
2026-02-07,False,False,False,False,False,False
2026-02-07,False,False,False,False,False,False
2026-02-08,False,False,False,False,False,False
2026-02-08,False,False,False,False,False,False
2026-02-08,False,False,False,False,False,False
2026-02-08,False,False,False,False,False,False
2026-02-09,False,False,False,False,False,False
2026-02-09,False,False,False,False,False,False
2026-02-09,False,False,False,False,False,False
2026-02-09,False,False,False,False,False,False
2026-02-10,False,False,False,False,False,False
2026-02-10,False,False,False,False,False,False
2026-02-10,False,False,False,False,False,False
2026-02-10,False,False,False,False,False,False
2026-02-11,False,False,False,False,False,False
2026-02-11,False,False,False,False,False,False
2026-02-11,False,False,False,False,False,False
2026-02-11,False,False,False,False,False,False
2026-02-12,False,False,False,False,False,False
2026-02-12,False,False,False,False,False,False
2026-02-12,False,False,False,False,False,False
2026-02-12,False,False,False,False,False,False
2026-02-13,False,False,False,False,False,False
2026-02-13,False,False,False,False,False,False
2026-02-13,False,False,False,False,False,False
2026-02-13,False,False,False,False,False,False
2026-02-14,False,False,False,False,False,False
2026-02-14,False,False,False,False,False,False
2026-02-14,False,False,False,False,False,False
2026-02-14,False,False,False,False,False,False
2026-02-15,False,False,False,False,False,False
2026-02-15,False,False,False,False,False,False
2026-02-15,False,False,False,False,False,False
2026-02-15,False,False,False,False,False,False
2026-02-16,False,False,False,False,False,False
2026-02-16,False,False,False,False,False,False
2026-02-16,False,False,False,False,False,False
2026-02-16,False,False,False,False,False,False
2026-02-17,False,False,False,False,False,False
2026-02-17,False,False,False,False,False,False
2026-02-17,False,False,False,False,False,False
2026-02-17,False,False,False,False,False,False
2026-02-18,False,False,False,False,False,False
2026-02-18,False,False,False,False,False,False
2026-02-18,False,False,False,False,False,False
2026-02-18,False,False,False,False,False,False
2026-02-19,False,False,False,False,False,False
2026-02-19,False,False,False,False,False,False
2026-02-19,False,False,False,False,False,False
2026-02-19,False,False,False,False,False,False
2026-02-20,False,False,False,False,False,False
2026-02-20,False,False,False,False,False,False
2026-02-20,False,False,False,False,False,False
2026-02-20,False,False,False,False,False,False
2026-02-21,False,False,False,False,False,False
2026-02-21,False,False,False,False,False,False
2026-02-21,False,False,False,False,False,False
2026-02-21,False,False,False,False,False,False
2026-02-22,False,False,False,False,False,False
2026-02-22,False,False,False,False,False,False
2026-02-22,False,False,False,False,False,False
2026-02-22,False,False,False,False,False,False
2026-02-23,False,False,False,False,False,False
2026-02-23,False,False,False,False,False,False
2026-02-23,False,False,False,False,False,False
2026-02-23,False,False,False,False,False,False
2026-02-24,False,False,False,False,False,False
2026-02-24,False,False,False,False,False,False
2026-02-24,False,False,False,False,False,False
2026-02-24,False,False,False,False,False,False
2026-02-25,False,False,False,False,False,False
2026-02-25,False,False,False,False,False,False
2026-02-25,False,False,False,False,False,False
2026-02-25,False,False,False,False,False,False
2026-02-26,False,False,False,False,False,False
2026-02-26,False,False,False,False,False,False
2026-02-26,False,False,False,False,False,False
2026-02-26,False,False,False,False,False,False
2026-02-27,False,False,False,False,True,False
2026-02-27,False,False,False,False,True,False
2026-02-27,False,False,False,False,True,False
2026-02-27,False,False,False,False,True,False
2026-02-28,False,False,False,False,True,False
2026-02-28,False,False,False,False,True,False
2026-02-28,False,False,False,False,True,False
2026-02-28,False,False,False,False,True,False
2026-03-01,False,False,False,False,True,False
2026-03-01,False,False,False,False,True,False
2026-03-01,False,True,False,False,True,False
2026-03-01,False,True,False,False,True,False
2026-03-02,False,True,False,False,True,False
2026-03-02,False,False,False,False,True,False
